h,m_b,W
21,15,112286.13205727669
21,20,112091.59414062333
21,25,112542.93822914672
21,30,110852.83247398997
21,35,109025.56921872674
21,40,109988.04119790335
21,45,110976.93307293998
21,50,114730.50421874665
21,55,111823.35000000831
22,0,107693.41015624999
22,5,108455.7771093933
22,10,108211.78835940329
22,15,110103.40921874334
22,20,120354.2416666833
22,25,112724.12942711328
22,30,113198.60882815992
22,35,111073.62294271331
22,40,108168.82999998667
22,45,104913.53757811667
22,50,107403.86062499334
22,55,107981.18557941254
23,0,106871.67885417669
23,5,107744.93148437669
23,10,103814.06427082335
23,15,108625.50184898995
23,20,106090.94505209997
23,25,110633.82643229666
23,30,106631.34856771665
23,35,104162.67453127333
23,40,105004.41557294663
23,45,107922.19289062668
23,50,108089.5632031633
23,55,106534.12682289587
0,0,103702.23106768334
0,5,105901.57124997003
0,10,106345.82416662005
0,15,106539.97510417
0,20,105000.05919272998
0,25,107000.97252602999
0,30,103725.80184893335
0,35,107894.5315364167
0,40,103172.19919269666
0,45,104771.3465885034
0,50,103407.61747395666
0,55,104044.17737632916
1,0,103451.01007813665
1,5,103168.3104427067
1,10,99887.76065104667
1,15,102428.06408853333
1,20,103035.59960938997
1,25,102380.96684896336
1,30,103082.08822915336
1,35,102041.11723961997
1,40,104481.60929686669
1,45,103795.70773437999
1,50,106376.72486979667
1,55,106763.31484375415
2,0,105756.78033856997
2,5,104643.54533855333
2,10,106254.35776043995
2,15,101805.33822917334
2,20,104190.90390626997
2,25,105873.47143227003
2,30,106907.49833332334
2,35,107961.63445315995
2,40,111702.94932288672
2,45,106361.32841147331
2,50,112914.62109373
2,55,114829.25058590002
3,0,114833.32666666666
3,5,119607.05260417667
3,10,118978.81520832
3,15,118421.81919269999
3,20,120717.01546873336
3,25,131025.88356771003
3,30,140438.53197916667
3,35,137750.94296875
3,40,144427.07130208332
3,45,152931.53963541667
3,50,156952.6753125
3,55,162985.36497395832
4,0,164433.0328125
4,5,164106.74932291667
4,10,170342.05697916666
4,15,172076.45947916666
4,20,171449.87260416665
4,25,172336.61791666667
4,30,182560.49286458333
4,35,174853.35442708334
4,40,182000.22515625
4,45,187889.47078125
4,50,192384.24104166665
4,55,206010.69375
5,0,192185.16166666665
5,5,199210.275625
5,10,198696.83427083332
5,15,193723.03911458334
5,20,197401.7234375
5,25,201610.84119791666
5,30,205278.9440625
5,35,209306.15572916667
5,40,216274.56344063545
5,45,210212.2690625
5,50,212173.93546875
5,55,220538.2748046875
6,0,211072.75177083333
6,5,215646.56666666668
6,10,223002.61875
6,15,215910.44229166667
6,20,209476.44067708333
6,25,207474.830625
6,30,211835.68854166666
6,35,215410.42177083335
6,40,212035.9584375
6,45,216567.0503125
6,50,207748.95958333334
6,55,209744.20110677084
7,0,206781.90953125
7,5,207814.21333333335
7,10,210203.31921875
7,15,208017.73515625
7,20,205888.86927083333
7,25,200390.73079318937
7,30,192959.85953125
7,35,187774.36708333335
7,40,177549.97260416666
7,45,182807.41786458335
7,50,189052.30994791666
7,55,176406.74772135416
8,0,181413.05796875
8,5,180755.23640625
8,10,177357.704375
8,15,181477.46530100334
8,20,186113.66291666665
8,25,180677.40734375
8,30,180551.67625
8,35,185725.085
8,40,190092.32901041667
8,45,188754.04854166668
8,50,189960.41526041666
8,55,195680.8193359375
9,0,194058.01817708334
9,5,199474.37635416666
9,10,204379.66614583333
9,15,198924.78166666668
9,20,213084.45604166668
9,25,215864.59052083333
9,30,209818.7922030731
9,35,210121.21864548494
9,40,207834.32520833332
9,45,204232.98682291666
9,50,207311.67197916665
9,55,206605.6748046875
10,0,193750.651875
10,5,187936.94354166667
10,10,197466.05697916666
10,15,193277.57614583333
10,20,193348.64109375
10,25,195982.06578125
10,30,198586.10494791667
10,35,186247.91635416666
10,40,186150.26229166667
10,45,189999.91854166667
10,50,189488.95010416667
10,55,192188.02408854166
11,0,191538.78572916667
11,5,175681.33671875
11,10,181946.415
11,15,176476.07692708334
11,20,181993.57989583333
11,25,177113.50807291668
11,30,181519.71942708333
11,35,180691.48708333334
11,40,170933.6859375
11,45,165761.86958333335
11,50,170186.98255208333
11,55,168986.7955078125
12,0,173596.10630208332
12,5,171868.44869791667
12,10,172075.74109375
12,15,171992.44817708334
12,20,171213.79203125
12,25,170448.29770833332
12,30,171489.07838541668
12,35,164106.58479166665
12,40,161496.26380208333
12,45,161779.05
12,50,163976.97979166667
12,55,160521.72825520832
13,0,156946.45401041667
13,5,153131.04083333333
13,10,156146.40692708333
13,15,154403.12723958332
13,20,153740.02072916666
13,25,153729.55067708335
13,30,153802.31838541667
13,35,150308.989375
13,40,151099.2390625
13,45,151196.11328125
13,50,149460.53213541667
13,55,140691.8365234375
14,0,138073.61885416333
14,5,127425.89158855332
14,10,127680.03052081334
14,15,134690.07565104333
14,20,132735.68716145
14,25,129372.18151041996
14,30,127339.10760417998
14,35,131988.4615364733
14,40,128812.91942709667
14,45,126076.2369530734
14,50,126830.7924218933
14,55,117669.30950521668
15,0,122135.57442708999
15,5,119087.25421876334
15,10,122689.74286458666
15,15,125633.0890884934
15,20,122382.35820308341
15,25,120394.74299479666
15,30,123554.69328122005
15,35,122342.15226562004
15,40,119941.20942704672
15,45,118543.05299481335
15,50,119209.02151041667
15,55,118861.76647137082
16,0,116019.03713541999
16,5,116242.3445051867
16,10,117932.05093747338
16,15,121683.48302085332
16,20,113973.33054690994
16,25,115410.23567705005
16,30,115467.11570314996
16,35,113587.33593748668
16,40,115136.5818489267
16,45,115554.04041663336
16,50,117526.86742187006
16,55,116448.18385413756
17,0,118718.1138801767
17,5,111381.42124997672
17,10,112875.88854167666
17,15,117225.75835935336
17,20,123485.25005207003
17,25,122003.94864583666
17,30,123958.06903646665
17,35,124147.37786456672
17,40,127706.73989585994
17,45,134090.67861979333
17,50,136506.68208333335
17,55,135259.58489583334
18,0,126146.99408854003
18,5,126434.90109377995
18,10,135079.51138021
18,15,135536.51541666
18,20,129976.77346356996
18,25,130767.33252603002
18,30,130355.47802084332
18,35,124935.60674479336
18,40,125965.5654948366
18,45,132353.09989581333
18,50,129538.98658852001
18,55,128966.9889648583
19,0,122545.59864586663
19,5,123956.4875
19,10,124340.73416662673
19,15,116480.92054689662
19,20,114916.61341146663
19,25,111636.69466146665
19,30,113462.65213544664
19,35,113753.80078126332
19,40,113705.66669270003
19,45,111259.70015625337
19,50,108020.83278646998
19,55,114897.44736328334
20,0,114582.26539061665
20,5,111924.68466144336
20,10,103974.9451562966
20,15,107632.68812503992
20,20,109661.68369791665
20,25,109893.7515625
20,30,106291.3571093567
20,35,104820.13770831005
20,40,106869.93299481666
20,45,110466.51075520001
20,50,110552.38833334335
20,55,110254.06513670002
21,0,109048.24002603335
21,5,103087.55632812002
21,10,107919.19695314999
21,15,109138.96661456337
21,20,103286.77567707002
21,25,109473.46830729001
21,30,106256.02684897663
21,35,105616.92236980335
21,40,106333.50945311337
21,45,105511.84723953005
21,50,106613.78716142672
21,55,111572.14772135833
22,0,103092.61794270333
22,5,106437.37645833999
22,10,106938.30622399662
22,15,100683.85747394334
22,20,105786.54423598664
22,25,102967.22231771004
22,30,107578.52002603999
22,35,99953.88343753332
22,40,103091.77091145334
22,45,106067.33067708998
22,50,102008.51869790001
22,55,102462.24391275836
23,0,102004.54747396661
23,5,106935.52562496002
23,10,105462.82393230003
23,15,100152.71200519003
23,20,100106.12533854338
23,25,102797.34476562335
23,30,108132.94513020002
23,35,97368.83250001993
23,40,99856.90807290333
23,45,104476.05533853998
23,50,103763.49078123669
23,55,100728.20387372913
0,0,101405.27789063333
0,5,99120.52481766006
0,10,103082.46567710997
0,15,99497.94888018668
0,20,98686.77868939127
0,25,102140.95750003
0,30,100920.51539064666
0,35,101175.70979164333
0,40,98045.01453124
0,45,100344.58651042997
0,50,99935.06755210333
0,55,99187.85807291664
1,0,99896.71130207334
1,5,101263.83234377664
1,10,97172.45466143337
1,15,100304.08854165002
1,20,96491.10309896998
1,25,100132.4826302133
1,30,100061.41742192664
1,35,95752.11617187002
1,40,99556.67604164337
1,45,101029.24231770332
1,50,99367.0517187866
1,55,103349.72259114584
2,0,102265.31559893004
2,5,109205.88908853002
2,10,103358.00406250001
2,15,101956.4330728967
2,20,102834.47164061
2,25,104960.41174481332
2,30,106037.6744010533
2,35,100623.64367189998
2,40,112132.26653650994
2,45,126150.98231769666
2,50,125442.13570314996
2,55,121741.82148432924
3,0,127402.15606770998
3,5,133055.42554686667
3,10,125566.97940104999
3,15,125121.29492187334
3,20,124314.0886458267
3,25,127536.31348957002
3,30,129722.98028644669
3,35,130036.65882813332
3,40,132608.98968749002
3,45,137873.33226559998
3,50,144039.85552083334
3,55,164660.45130208333
4,0,170996.99640625
4,5,171431.51380208333
4,10,179750.25239583335
4,15,180066.31744791666
4,20,180885.6625
4,25,176430.25166666668
4,30,184663.64578125
4,35,180747.28666666665
4,40,180393.81234375
4,45,181132.75098958332
4,50,181985.00151041665
4,55,178208.17259114582
5,0,192465.28166666668
5,5,201175.48765625
5,10,198013.18239583334
5,15,195730.97270833334
5,20,197788.82578125
5,25,197350.49833333332
5,30,187131.12609375
5,35,191905.84734375
5,40,201784.97869791667
5,45,198835.01875
5,50,200073.319375
5,55,202263.43489583334
6,0,205885.07979166668
6,5,196274.30161458332
6,10,189827.24046875
6,15,196932.77317708332
6,20,196777.03588541667
6,25,205212.69526041666
6,30,206785.63244791667
6,35,205848.135
6,40,199598.17265625
6,45,196437.95270833332
6,50,192445.27015625
6,55,201198.72845052084
7,0,204040.3078125
7,5,198029.46583333332
7,10,191116.59135416665
7,15,182476.22541666665
7,20,177139.14651041667
7,25,181268.65963541667
7,30,186081.58645833333
7,35,182869.1715625
7,40,171786.83723958334
7,45,175102.946875
7,50,184369.3525
7,55,173062.35325520832
8,0,182603.87244791666
8,5,174356.03479166667
8,10,165072.77072916666
8,15,160614.30145833333
8,20,162546.14140625
8,25,167305.18588541666
8,30,170599.74359375
8,35,179353.46505208334
8,40,177051.72776041666
8,45,180904.39598958334
8,50,189128.24354166666
8,55,192319.03736979168
9,0,195551.31546875
9,5,202557.55588541666
9,10,199235.35286458334
9,15,191113.07734375
9,20,188955.57505208332
9,25,187862.21734375
9,30,190305.46947916667
9,35,193107.66802083334
9,40,202844.23729166668
9,45,199960.84703125
9,50,193712.89411458332
9,55,193078.55227864583
10,0,193682.54833333334
10,5,198068.05052083332
10,10,192114.65151041668
10,15,192477.149375
10,20,188509.686875
10,25,190409.34546875
10,30,184931.26104166667
10,35,191206.13322916668
10,40,194944.94921875
10,45,183646.16911458335
10,50,187545.57098958333
10,55,186438.91796875
11,0,185596.1378125
11,5,193556.91911458335
11,10,192689.26932291666
11,15,190885.57807291666
11,20,188108.63359375
11,25,187157.42375
11,30,179873.849375
11,35,180450.61635416668
11,40,178564.19182291668
11,45,178181.97416666665
11,50,177184.21427083333
11,55,169831.36197916666
12,0,163549.35895833332
12,5,160735.01869791668
12,10,159712.01505208333
12,15,154442.40822916667
12,20,160564.25828125
12,25,162511.32921875
12,30,159440.82713541668
12,35,156722.51510416667
12,40,159675.83463541666
12,45,153534.95427083335
12,50,147786.02880208334
12,55,146858.34739583332
13,0,150157.21677083333
13,5,148637.34776041665
13,10,144418.71442708332
13,15,147690.65479166666
13,20,143808.98833333334
13,25,141865.75276041665
13,30,147952.18005208333
13,35,149697.47296875
13,40,145878.87786458334
13,45,147510.17265625
13,50,146704.30520833333
13,55,142175.21692708333
14,0,142947.168125
14,5,140460.16072916667
14,10,136743.99104167664
14,15,134009.53713541
14,20,138115.78296875
14,25,137426.07729166668
14,30,137038.42776041667
14,35,136358.56947916668
14,40,140142.19291666665
14,45,151465.65463541666
14,50,147792.23567708334
14,55,149155.81959635418
15,0,150186.54411458335
15,5,147680.08098958334
15,10,152130.92708333334
15,15,159428.38244791667
15,20,149001.58890625
15,25,150642.82166666666
15,30,152687.95744791668
15,35,152957.91572916668
15,40,149206.49265625
15,45,148324.80921875
15,50,151351.37494791666
15,55,146486.80169270834
16,0,146626.62760416666
16,5,146951.26666666666
16,10,144641.77885416665
16,15,142118.74791666667
16,20,143396.12671875
16,25,133194.43143228668
16,30,132383.6967968667
16,35,136807.96580729
16,40,126586.21968748336
16,45,125430.3807291733
16,50,122456.07440104669
16,55,119391.65537108746
17,0,126359.27794270334
17,5,120953.99692713325
17,10,124720.45046874002
17,15,121731.69080730995
17,20,120179.18776041667
17,25,115518.23776038672
17,30,116654.93033853998
17,35,122608.33223958
17,40,125264.6583593334
17,45,124124.22585937001
17,50,126191.73460939
17,55,119740.30817057498
18,0,119866.10325520334
18,5,125248.55367189663
18,10,126232.91328124332
18,15,120861.55411460993
18,20,119446.48223959665
18,25,121683.37796875996
18,30,122616.41479167665
18,35,120525.16697917334
18,40,124966.33914059668
18,45,124247.73440102003
18,50,124955.71703128994
18,55,122197.70426433749
19,0,122502.01195311002
19,5,123483.41010416337
19,10,119374.43851563332
19,15,118395.71953125666
19,20,117064.91104166333
19,25,118392.04468749998
19,30,119769.9855468866
19,35,119652.37782192975
19,40,118985.49317709329
19,45,116996.70864584665
19,50,110540.43031250667
19,55,108488.39925136247
20,0,106565.76976562999
20,5,109698.55307827573
20,10,113858.49075045146
20,15,105035.46734374997
20,20,105746.21052080671
20,25,108992.23080729996
20,30,111214.56197917
20,35,108033.30309897
20,40,108077.83510417666
20,45,109953.5199218933
20,50,106437.87838542
20,55,109498.1392903459
21,0,112519.25955728002
21,5,112533.74994791998
21,10,106312.40450521665
21,15,104997.28924482665
21,20,109492.47781249335
21,25,110890.67427081002
21,30,106419.98161460328
21,35,101349.57809895334
21,40,104883.03619791332
21,45,106068.18945312333
21,50,108183.0533853967
21,55,108455.1669270542
22,0,103664.79544272997
22,5,102600.19411458334
22,10,105978.1770051867
22,15,105941.60382812332
22,20,101497.38742186334
22,25,101080.72749998335
22,30,106217.93630209332
22,35,107014.13335937996
22,40,100745.44523437336
22,45,99530.80325517003
22,50,108021.31596354335
22,55,107481.81354167082
23,0,104897.74841144666
23,5,101298.9646614733
23,10,103050.01601564333
23,15,102794.64583334999
23,20,103810.3595052333
23,25,105068.63354167665
23,30,101596.64020830004
23,35,103598.03062504664
23,40,102972.97669270997
23,45,104336.00015623336
23,50,103777.78278644335
23,55,101410.55804038333
0,0,99586.10648439998
0,5,105753.41567710332
0,10,104282.12861978667
0,15,102657.15093751668
0,20,95456.08382812334
0,25,98618.35007814995
0,30,100962.03119792003
0,35,99046.61687500666
0,40,94100.79960933671
0,45,96507.32809896999
0,50,94392.81518228668
0,55,100931.39280601245
1,0,95896.57401039336
1,5,96444.76674479
1,10,98528.42080728667
1,15,96729.95515624004
1,20,96332.2516145767
1,25,94800.81528644
1,30,97568.56473956337
1,35,99035.19966146664
1,40,101068.86710939
1,45,95170.1752604133
1,50,95000.37934894003
1,55,98437.60211586666
2,0,103240.53455731328
2,5,102572.71119789335
2,10,104210.89875
2,15,101635.78028649994
2,20,99614.48622395667
2,25,107399.21708331336
2,30,119579.11250000003
2,35,120833.67861980331
2,40,114741.10260416997
2,45,119143.25648438332
2,50,125606.24531251666
2,55,128286.843359375
3,0,130548.61888020334
3,5,131933.22463543332
3,10,132795.46588540336
3,15,129196.75151041332
3,20,145609.6578125
3,25,147227.82583333334
3,30,139137.58661458333
3,35,140330.69963541668
3,40,143011.48578125
3,45,138652.71604166666
3,50,142917.67822916666
3,55,145435.40071614584
4,0,152442.005
4,5,156640.37963541667
4,10,168926.73828125
4,15,170447.7609375
4,20,158887.62677083333
4,25,155793.89463541665
4,30,164535.39947916666
4,35,162553.4575
4,40,162217.46369791665
4,45,170708.09588541667
4,50,175034.18125
4,55,176925.0912109375
5,0,171588.88229166667
5,5,185970.37567708333
5,10,198483.79005208332
5,15,202332.7965625
5,20,207927.01885416667
5,25,212000.11510416667
5,30,210478.93270833333
5,35,207581.70911458333
5,40,193858.81708333333
5,45,191032.78380208334
5,50,195741.82651041666
5,55,195154.39036458332
6,0,187340.25197916667
6,5,179086.14979166666
6,10,185053.07947916666
6,15,192404.33223958334
6,20,195989.15265625
6,25,211441.73421875
6,30,213496.72880208332
6,35,197252.20635416667
6,40,185812.68458333332
6,45,182841.54802083335
6,50,190434.9109375
6,55,186355.90598958332
7,0,193002.99359375
7,5,186965.60958333334
7,10,183108.9053125
7,15,182866.44421875
7,20,184060.79432291666
7,25,183585.81213541667
7,30,186071.0940625
7,35,183600.96453125
7,40,178057.84979166667
7,45,180034.24067708335
7,50,178503.3125
7,55,179274.95475260416
8,0,188960.25109375
8,5,184618.93765625
8,10,186234.12765625
8,15,188340.106875
8,20,186342.57317708334
8,25,189460.92885416668
8,30,198018.1321875
8,35,181865.96963541667
8,40,187225.88989583333
8,45,191510.77984375
8,50,182876.97994791667
8,55,185232.61432291666
9,0,198839.51614583333
9,5,194311.40692708333
9,10,193306.61296875
9,15,189320.90875
9,20,193658.36494791668
9,25,188779.72546875
9,30,195974.99171875
9,35,194521.63619791667
9,40,191340.62744791666
9,45,184613.44072916667
9,50,188670.9146875
9,55,195935.7638671875
10,0,194948.14473958334
10,5,188782.68765625
10,10,188879.87546875
10,15,184614.33463541666
10,20,189037.67005208333
10,25,195818.67348958334
10,30,196649.11609375
10,35,185768.38083333333
10,40,179555.58052083335
10,45,180692.90661458333
10,50,183061.5696875
10,55,184319.57701822917
11,0,191205.64864583334
11,5,179268.083125
11,10,177076.99276041667
11,15,175866.11557291666
11,20,179507.02098958334
11,25,180712.00557291668
11,30,186765.36895833333
11,35,192368.59541666668
11,40,177097.16984375
11,45,175991.83875
11,50,175334.34755208335
11,55,171541.24609375
12,0,174307.45447916666
12,5,176421.38213541667
12,10,172963.49744791666
12,15,163702.015
12,20,161201.08213541665
12,25,160002.12791666668
12,30,156943.19739583333
12,35,162113.43791666668
12,40,162215.20708333334
12,45,159488.49125
12,50,152683.34276041668
12,55,147647.26686197918
13,0,149782.94447916668
13,5,148500.68083333335
13,10,154486.94854166667
13,15,155684.55083333334
13,20,153916.56286458333
13,25,154258.81109375
13,30,158735.01526041667
13,35,156276.63307291668
13,40,158089.28661458334
13,45,159104.67479166668
13,50,153323.64109375
13,55,150094.46354166666
14,0,154077.28901041666
14,5,152786.85869791667
14,10,158478.91473958333
14,15,152725.52510416668
14,20,152943.39072916665
14,25,149274.44973958333
14,30,147199.28385416666
14,35,145507.52932291667
14,40,135835.1687760167
14,45,133611.89119790003
14,50,135912.5659375
14,55,132906.1079752625
15,0,138461.62872395333
15,5,140355.69739583333
15,10,135905.28789062667
15,15,131969.3125781333
15,20,138113.91843748998
15,25,136549.39833333335
15,30,129474.47132809338
15,35,131283.89328127663
15,40,134197.5011198
15,45,126994.30617186669
15,50,130326.37651042665
15,55,131143.9324544042
16,0,129267.84044269669
16,5,123390.02401044997
16,10,123360.26690104003
16,15,120075.06942709329
16,20,122463.26776042665
16,25,123168.24890620672
16,30,126929.00742188998
16,35,116840.19802083666
16,40,117710.65666664005
16,45,125906.24104167332
16,50,122212.31497395669
16,55,123481.93033856663
17,0,117382.39437502995
17,5,119578.66901042998
17,10,119814.45067709332
17,15,120165.13815104001
17,20,119086.51955728
17,25,125480.76453123
17,30,128878.85247398664
17,35,123924.12427087995
17,40,117355.75028646336
17,45,119054.44658855001
17,50,121447.56510415002
17,55,119970.2500325417
18,0,113659.72565103666
18,5,114030.46424480667
18,10,118432.09083332667
18,15,125210.93002605332
18,20,125787.63494793663
18,25,125245.97385416996
18,30,131441.74382812667
18,35,124500.4583333167
18,40,126508.21255206001
18,45,122389.95205728667
18,50,126150.97166666664
18,55,125798.90611979169
19,0,125643.75940103333
19,5,124617.89518227671
19,10,126526.14111980335
19,15,127039.8059375
19,20,125161.3876823066
19,25,119425.19208331004
19,30,111678.38268226002
19,35,114538.71044268337
19,40,111725.86005207001
19,45,110313.49791667334
19,50,109938.60723957334
19,55,109246.67548829997
20,0,108761.82812500335
20,5,107934.22531250003
20,10,109274.1504166467
20,15,106222.26109375998
20,20,104706.84505211994
20,25,103967.96085936004
20,30,111003.59367185667
20,35,104778.38143228668
20,40,110850.21122394667
20,45,107388.56187497672
20,50,106494.98070308672
20,55,107207.50319013749
21,0,109102.96325521001
21,5,109411.21036460662
21,10,106768.41546875329
21,15,103578.40015626999
21,20,103295.11375000667
21,25,105822.23372396332
21,30,107109.68684897994
21,35,109048.30976564332
21,40,108632.43979166004
21,45,104728.34036461332
21,50,103772.01177082668
21,55,107088.17724610833
22,0,106571.12346354668
22,5,110838.9701823166
22,10,111556.85013022664
22,15,106978.43140624664
22,20,101184.80744789004
22,25,108474.14958333
22,30,107336.6225780967
22,35,107441.91770832331
22,40,105957.35510418666
22,45,104834.54736978667
22,50,99313.03356771664
22,55,98943.91149090418
23,0,105655.51161461996
23,5,102575.11302080666
23,10,96835.18934898332
23,15,98500.32153643336
23,20,102723.52658852335
23,25,101886.16083332003
23,30,102002.07315101335
23,35,103666.57747394334
23,40,100516.31203126
23,45,100729.76760415672
23,50,102658.73151042001
23,55,102575.82760417914
0,0,96550.87247393666
0,5,98080.14781252998
0,10,100891.79632808005
0,15,103899.88046878335
0,20,99082.33226565659
0,25,96222.46281250998
0,30,101141.82486979333
0,35,92892.44619791665
0,40,96734.90106770002
0,45,97982.29091147667
0,50,96078.05729168333
0,55,92843.5541666542
1,0,96685.87666667333
1,5,99544.50044266338
1,10,92916.76187499665
1,15,94008.6421093467
1,20,98301.55023440662
1,25,97367.45614583667
1,30,92583.49062498666
1,35,96781.31911457669
1,40,101878.53192708001
1,45,94648.92749999337
1,50,95570.82627600337
1,55,100261.73759769995
2,0,102746.30468749999
2,5,104974.72539063667
2,10,109422.10958331998
2,15,114041.06898436668
2,20,109740.58888019
2,25,102610.57901041332
2,30,104306.57739583332
2,35,101303.89054690664
2,40,101101.39664062667
2,45,107660.2906953601
2,50,98866.22335936669
2,55,100389.59257812916
3,0,104883.25343752664
3,5,104833.0666146033
3,10,101486.55841144003
3,15,103969.51609375
3,20,110698.85749211871
3,25,
3,30,
3,35,
3,40,
3,45,
3,50,
3,55,
4,0,
4,5,
4,10,
4,15,
4,20,
4,25,
4,30,
4,35,
4,40,
4,45,
4,50,
4,55,
5,0,
5,5,
5,10,
5,15,
5,20,
5,25,
5,30,
5,35,
5,40,200402.7178485577
5,45,200551.22671875
5,50,199724.07442708334
5,55,198919.81497395833
6,0,196126.00552083334
6,5,203375.60258152173
6,10,198045.17354166668
6,15,194812.57411458335
6,20,195278.76307291666
6,25,198662.40682291667
6,30,198819.30338541666
6,35,206473.38307291668
6,40,207964.505625
6,45,202106.88619791667
6,50,198621.55328125
6,55,193055.14798177083
7,0,207494.54567708334
7,5,208879.30244791668
7,10,198806.84302083333
7,15,186429.9829117893
7,20,195952.90942708333
7,25,195204.65385416665
7,30,190738.60015625
7,35,192588.12963541667
7,40,196769.34973958333
7,45,189010.11671875
7,50,189052.74802083333
7,55,190412.61471354167
8,0,184046.44296875
8,5,184162.22036458334
8,10,194386.8346875
8,15,185302.83125
8,20,182621.74979166666
8,25,188301.81755208335
8,30,192370.13239583332
8,35,193718.601013796
8,40,206905.780625
8,45,202474.25640625
8,50,202275.4103125
8,55,202760.32565104167
9,0,201272.39760416668
9,5,207889.21833333332
9,10,218085.50260416666
9,15,212101.09395833334
9,20,207755.52645833333
9,25,206670.49510416668
9,30,208227.04552083334
9,35,209016.68505208334
9,40,212823.27213541666
9,45,204953.5875
9,50,201767.33864583334
9,55,192854.43697916667
10,0,202218.32609375
10,5,193115.2490625
10,10,197730.64130208333
10,15,190334.94984375
10,20,185517.4060409699
10,25,181802.14473958334
10,30,180628.91098958332
10,35,184721.14942708332
10,40,188048.53994791667
10,45,176426.69348958333
10,50,173135.0546875
10,55,171463.30358072917
11,0,168524.47307291668
11,5,168784.3803125
11,10,168509.4375
11,15,169669.82005208332
11,20,164350.27328125
11,25,156361.02541666667
11,30,154791.35692708334
11,35,153556.63338541667
11,40,151446.39625
11,45,154478.33666666667
11,50,162182.96484375
11,55,167451.54791666666
12,0,165558.61666666667
12,5,160330.70609375
12,10,169886.00833333333
12,15,161470.75916666666
12,20,161516.24645833333
12,25,173807.63885416667
12,30,168917.19229166667
12,35,163605.75317708333
12,40,161110.58598958334
12,45,152571.84942708333
12,50,156022.69770833335
12,55,151927.37845052083
13,0,149598.3775
13,5,160022.06505208334
13,10,158978.41447916668
13,15,150058.7490625
13,20,140429.07229166667
13,25,139264.1890625
13,30,147095.45046875
13,35,139634.175
13,40,141244.13729166667
13,45,143371.32901041667
13,50,141534.48583333334
13,55,135060.13528645833
14,0,138138.6528125
14,5,138825.68296875
14,10,135987.04177083334
14,15,138877.15838541667
14,20,138459.0915625
14,25,134324.41348958333
14,30,151176.86734375
14,35,158886.52239583334
14,40,166622.30942708332
14,45,165928.44244791666
14,50,171660.17901041667
14,55,160767.71985677083
15,0,152673.91661458334
15,5,153720.9265625
15,10,150743.23572916666
15,15,150437.53807291668
15,20,147705.42723958334
15,25,150038.37703125
15,30,148911.93119791665
15,35,146907.86520833333
15,40,143963.88260416666
15,45,142439.42651041667
15,50,136356.82320312335
15,55,132547.91396484998
16,0,130632.98960937999
16,5,128924.71731768337
16,10,131391.07895831336
16,15,131958.08645834666
16,20,130881.80697917663
16,25,131430.74088539337
16,30,134409.44164063002
16,35,130822.42544270334
16,40,125497.72361980997
16,45,129540.68713542332
16,50,131237.1359896033
16,55,132344.29768881245
17,0,130680.43791667998
17,5,131788.93695314997
17,10,128670.32171874665
17,15,125257.38208332002
17,20,120057.2456510533
17,25,117395.11874999334
17,30,108537.98179686669
17,35,107758.67372392003
17,40,111115.23804689999
17,45,114613.30903645
17,50,116790.22302080669
17,55,116316.35192056249
18,0,116054.52934895667
18,5,113010.11679688998
18,10,115497.89380208666
18,15,111626.22187497669
18,20,113357.02549480998
18,25,109909.41776042334
18,30,115074.87557296662
18,35,105684.07000003658
18,40,109213.63190108663
18,45,111060.7793228534
18,50,110953.20828123669
18,55,109357.2696614375
19,0,112364.8008072767
19,5,111825.22072919329
19,10,113264.34669267671
19,15,111716.09661458666
19,20,113609.14414060001
19,25,107570.39726558341
19,30,111361.84148435332
19,35,106583.4774218567
19,40,104559.87263021995
19,45,104866.75679687
19,50,108197.06216145
19,55,108208.81669923746
20,0,104990.62276039003
20,5,108903.64080729331
20,10,110419.00148439665
20,15,107064.69864582666
20,20,109705.93309893669
20,25,109440.48781250336
20,30,109257.24164059671
20,35,104769.96781249002
20,40,109851.70302084998
20,45,107555.7896354
20,50,105953.94473956668
20,55,104940.9767578458
21,0,112123.66156252332
21,5,111635.19789061003
21,10,107144.41601561003
21,15,111595.76888021997
21,20,110414.72382812339
21,25,109880.26343750668
21,30,107838.63716146
21,35,111483.13041665334
21,40,107014.99575523664
21,45,105944.74302084
21,50,106597.43843748333
21,55,109942.350227875
22,0,106961.71007813665
22,5,111665.08919271665
22,10,111538.87565100672
22,15,107732.82111978668
22,20,107767.85593750002
22,25,105624.82122397
22,30,109668.09966143005
22,35,103670.16877604331
22,40,104485.22200520663
22,45,103385.31476562
22,50,99996.17591146668
22,55,98089.7391276791
23,0,102449.35851562998
23,5,107287.04734374669
23,10,105528.73442710996
23,15,105977.7986197467
23,20,108555.89869793667
23,25,106427.97242191661
23,30,105309.94567705337
23,35,102940.41117181674
23,40,101026.66411459661
23,45,97120.12471353334
23,50,101619.55703123669
23,55,103141.49186199998
0,0,102150.61802080006
0,5,97664.12942707997
0,10,101902.91809900993
0,15,99060.78809894336
0,20,93955.27583335333
0,25,93331.67479165667
0,30,95477.18880206336
0,35,96777.58966144336
0,40,95815.78992189333
0,45,95247.67669273663
0,50,95935.72346354333
0,55,95963.38551428753
1,0,94525.91161458998
1,5,94435.67164062332
1,10,93923.18880205337
1,15,88649.95854167
1,20,91301.33625
